# 'search_', 'region_', 'reported_n', 'reported_bkg', 'reported_bkg_hi', 'reported_bkg_lo', 'reported_s95obs', 'reported_s95exp', 'reported_s95exp_hi', 'reported_s95exp_lo', 'region_n', 'fit_cabinetry_bkg', 'fit_cabinetry_err', 'fit_cabinetry_post_bkg', 'fit_cabinetry_post_err', 'limit_cabinetry_logl', 'limit_cabinetry_2obs', 'limit_cabinetry_3obs', 'limit_cabinetry_post_2obs', 'limit_cabinetry_post_3obs', 'limit_normal_logl', 'limit_normal_2obs', 'limit_normal_3obs', 'limit_normal_log_logl', 'limit_normal_log_2obs', 'limit_normal_log_3obs', 'limit_linspace_logl', 'limit_linspace_2obs', 'limit_linspace_3obs', 'limit_delta_logl', 'limit_delta_2obs', 'limit_delta_3obs', 'limit_mcmc_logl', 'limit_mcmc_2obs', 'limit_mcmc_3obs', 'limit_cabinetry_3exp', 'limit_cabinetry_3exp_hi', 'limit_cabinetry_3exp_lo', 'limit_cabinetry_nexp', 'limit_cabinetry_nexp_hi', 'limit_cabinetry_nexp_lo', 'limit_normal_3exp', 'limit_normal_3exp_hi', 'limit_normal_3exp_lo', 'limit_normal_nexp', 'limit_normal_nexp_hi', 'limit_normal_nexp_lo', 'limit_normal_log_3exp', 'limit_normal_log_3exp_hi', 'limit_normal_log_3exp_lo', 'limit_normal_log_nexp', 'limit_normal_log_nexp_hi', 'limit_normal_log_nexp_lo', 'limit_linspace_3exp', 'limit_linspace_3exp_hi', 'limit_linspace_3exp_lo', 'limit_linspace_nexp', 'limit_linspace_nexp_hi', 'limit_linspace_nexp_lo', 'limit_delta_3exp', 'limit_delta_3exp_hi', 'limit_delta_3exp_lo', 'limit_delta_nexp', 'limit_delta_nexp_hi', 'limit_delta_nexp_lo', 'limit_mcmc_3exp', 'limit_mcmc_3exp_hi', 'limit_mcmc_3exp_lo', 'limit_mcmc_nexp', 'limit_mcmc_nexp_hi', 'limit_mcmc_nexp_lo'
# '<U27', '<U25', '<i8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8', '<f8'
'atlas_susy_2Ljets_2022', 'str_srzhigh', 3, 4.5, 1.2, -1.2, 5.0, 6.4, 2.5, -1.9, 3.0, 5.666114063755107, 1.7888062104288287, 4.480537515161764, 1.1721982806400348, -0.701007354921473, 4.226794215144123, 5.7858776469190065, 4.336926692220999, 5.879760810068452, -0.7048282641548812, 4.301549363821847, 5.868247620803713, -0.7217718292604854, 3.9437986915498167, 5.45864826722298, -0.7704213610609284, 3.9308803370758905, 5.446875225520464, -0.758440332343322, 3.415084911203101, 4.857250032605412, -0.6060988456390831, 4.025698850710939, 5.5463858113888245, 9.20634727694789, 14.325331747828661, 5.471640423973423, 5.670172843933106, 8.638452327130164, 2.701893360736047, 9.303878177244773, 14.483259573366702, 5.5037918959290515, 5.672778034210205, 8.688006179484784, 2.6575498889356277, 9.38585692306615, 14.95763891803114, 5.268159976736249, 5.978454036712646, 9.138774695859825, 2.818133377565468, 9.373646641178997, 14.770299615919868, 5.39409384219376, 6.050437240600586, 9.151814421442504, 2.949060059758668, 7.980366023322057, 12.273681348484567, 5.113107681345668, 5.666114063755106, 8.046474133945141, 3.2857539935650717, 8.935753624121848, 14.091961139516686, 5.148455680276662, 5.534115772247315, 8.439087651523096, 2.629143892971534
'atlas_susy_2hadtau_2020', 'SRlowMass', 10, 6.0, 1.7, -1.7, 11.12, 7.645, 3.475, -1.946, 10.0, 5.976558791835172, 1.7000367220756287, 7.412956853905294, 2.643416893898656, -0.9734197830482973, 14.44864888129497, 16.462927565166485, 12.778248210460097, 15.00926261253358, -0.9974608988087469, 14.374761385954015, 16.36535533896108, -0.949076192184713, 14.064687630343357, 16.049211366183883, -1.2765993113171399, 11.628234942853853, 13.813252232222093, -1.12788879003302, 14.14691046257676, 16.051830923822667, -0.5109714363325881, 11.482576459799986, 13.627622428705886, 9.233405169581289, 14.350611592583942, 5.546093236427575, 5.977673950195313, 8.948560075035367, 3.006787825355258, 9.003109225038099, 13.977448424294625, 5.462195284102067, 5.970885257720948, 8.833051551910325, 3.10871896353157, 9.050002847851223, 14.20732172167353, 5.368883318082805, 6.159544124603271, 9.089336030533246, 3.2297522186732963, 28.57747510159694, 46.3949676828166, 9.058215846916738, 20.83708980560303, 35.00358705245874, 6.670592558747316, 8.131155470852713, 12.503762063794614, 5.21371464978625, 5.970730237162939, 8.41423801025533, 3.527222464070547, 12.304793228559578, 22.93412412059309, 5.031993832118739, 9.1949893951416, 15.124770974845097, 3.265207815438105
'atlas_susy_2hadtau_2020', 'SRhighMass', 7, 10.2, 3.3, -3.3, 6.95, 9.035, 3.475, -2.641, 7.0, 10.12865401006349, 4.33304794343106, 8.04946754098309, 2.2271107558402097, -0.7515402400357808, 8.20290883028662, 10.437571887889773, 7.226426914587664, 9.287534184995017, -0.7680003356301682, 8.300601066083278, 10.535145200904696, -0.6833573376713739, 6.981341362572167, 9.025335405131981, -1.3629066022705452, 6.8748780820578475, 8.958480091534241, -0.5547022598979314, 4.62311022264676, 6.429744380175362, -0.9372143947320407, 6.990342327208211, 9.090342999927403, 14.344928165930108, 22.217309070768472, 8.308833322338234, 10.238408145904542, 15.503245709911138, 4.973570581897945, 14.512462214492093, 22.48481228795875, 8.366799958321248, 10.296342525482178, 15.645477045592923, 4.947208005371434, 14.57758265806548, 24.089753169603863, 6.962324333923399, 11.17436128616333, 17.22638947611925, 5.1223330962074085, 28.69957847672873, 49.61211636993321, 7.711909672418202, 21.694777011871338, 37.583836811331686, 5.805717212410988, 9.925738661611842, 15.223269687700894, 6.412365322394203, 10.168160328467518, 13.356915623009186, 6.97940503392585, 17.34652164341857, 29.470565002482598, 7.49269684965464, 13.412279262542725, 21.345928390388156, 5.478630134697293
'atlas_susy_3LRJmimic_2020', 'SRlow', 51, 46.0, 5.0, -5.0, 22.1, 19.9, 7.8, -3.6, 51.0, 45.97173696556325, 4.921273915744002, 47.69483291991741, 4.067158197243347, -0.39142011460046744, 24.57767206606842, 28.82958924886284, 21.479244799694523, 25.651507725698025, -0.3937120681527243, 24.62367397403867, 28.879091054122938, -0.39164109013387854, 24.260087583565454, 28.410871404451882, -0.7227271522196839, 28.217515145601098, 39.692341814928994, -0.26754776204408337, 21.80182176256336, 25.543354309531328, -0.4199038548538139, 24.7189714847768, 29.151410335287636, 22.280071595711203, 33.863407138754134, 14.359191518813276, 45.971736927032474, 54.331361788451, 37.61211206561395, 22.304058781350367, 33.89997346473895, 14.37341768226034, 45.95285095214844, 54.32283964963469, 37.58286225466219, 22.155588596862298, 33.861967261088886, 14.03652823999294, 46.21582632064819, 54.624671096642324, 37.80698154465406, 43.25140501103206, 70.14631936608973, 27.861550342259875, 53.32020385742187, 71.70724382791475, 34.933163886928995, 18.661085944820115, 28.312314458815404, 12.271952123825569, 45.95285086687263, 52.731704078653564, 39.173997655091696, 23.284525535435247, 36.48193165653876, 14.550681516036589, 46.55201959609985, 55.75990908529929, 37.344130106900415
'atlas_susy_3LRJmimic_2020', 'SRISR', 30, 23.4, 2.1, -2.1, 17.8, 12.0, 5.3, -1.8, 30.0, 23.453314428710776, 2.111350530156152, 24.509786397644767, 2.000753844154329, -0.7999378287801703, 22.061155619735278, 25.01268556089565, 20.231086321641992, 23.254116002934715, -0.7996473183520605, 22.066527152513064, 25.019300270814053, -0.7836530374581462, 21.903435516187457, 24.85026948230679, -0.7547941795592321, 21.709283090613855, 24.671213416963305, -0.8388811241286227, 21.55503200804884, 24.383475615325533, -0.807713767260407, 22.08896127596668, 25.028505413048087, 14.896265203638555, 22.76938676454728, 9.57970004928355, 23.45331449508667, 28.73105497132576, 18.175574018847577, 14.905853623935501, 22.784449208018277, 9.58468587805692, 23.45331438064575, 28.735370787199578, 18.171257974091922, 14.901903093390976, 22.814915488592256, 9.543894622835909, 23.54829683303833, 28.844126862778005, 18.252466803298653, 14.957143789842355, 22.891521822824796, 9.585569961698562, 23.66924434661865, 28.985570813460924, 18.352917879776378, 13.941166347085854, 21.255423944938357, 9.103903985058942, 23.453314428710776, 28.296176643218924, 18.610452214202628, 14.881259959538518, 22.781284255505213, 9.531947153406522, 23.441130599975587, 28.727389644602116, 18.154871555349057
'atlas_susy_3L_2021', 'incSR_WZ_1', 34, 38.0, 5.0, -5.0, 14.0, 16.0, 7.0, -4.0, 34.0, 39.86160582156134, 5.485098924492615, 37.10498378633567, 4.037390697391211, -0.5377766553339844, 12.338036261335185, 16.19924226131129, 12.663867309563456, 16.313343085368842, -0.5397909119247905, 12.37544423652405, 16.245411566957245, -0.536258345589282, 11.780256051365521, 15.434536088278708, -0.5474060885564228, 14.2440576985255, 18.56759540859052, -0.45480985482597003, 8.737297572291116, 11.843288912648502, -0.3856538849345648, 19.580338468762953, 23.6162457805065, 22.173268940238096, 33.73646158901429, 14.197876827634426, 39.86160575866699, 48.202235836169635, 31.52097568116434, 22.226698262707867, 33.81675635241319, 14.23075624182599, 39.86846143722534, 48.23179942817261, 31.505123446278077, 21.955606543364524, 33.74314950024924, 13.620365042608546, 40.24735401153564, 48.681386552743135, 31.81332147032815, 23.719294405200596, 35.910001336780866, 15.538237869482499, 39.08837329864502, 47.96617881746772, 30.210567779822313, 17.52771788438436, 26.618964611277978, 11.511383536904248, 39.86846143864765, 46.18260915933392, 33.55431371796138, 21.49840466052706, 32.8322094186461, 13.58089353859229, 32.28713939666748, 40.41034646176975, 24.163932331565206
'atlas_susy_3L_2021', 'incSR_WZ_2', 2, 1.2, 0.5, -0.5, 5.0, 4.0, 1.6, -0.7, 2.0, 1.2544576478993046, 0.5255735408515952, 1.3893507441309803, 0.4888889322239872, -0.28645455190131336, 5.521133295783716, 6.902889155287905, 5.274266278565877, 6.663312023503686, -0.2871033127694555, 5.522444202021464, 6.904203352321181, -0.26028045695708973, 5.398503401686553, 6.78275604235054, -0.2412931506726635, 5.352982156663348, 6.740351253462565, -0.1874319730875581, 5.310143942164392, 6.692307602049607, -0.5415864205886937, 6.1883844551474345, 7.544496254694908, 5.268051989230161, 8.142870806502962, 3.048286314009702, 1.266249313354492, 2.501156503128144, 0.03134212358084021, 5.270220406166822, 8.14682645764337, 3.047269136250437, 1.2665137481689452, 2.502398792056755, 0.03062870428113529, 5.382914627215237, 8.455121229754251, 3.0797305656922913, 1.3687375831604003, 2.6802483728372164, 0.05722679348358417, 5.400823336934436, 8.393774004436361, 3.1182587858090263, 1.3828024864196777, 2.6843536061731292, 0.08125136666622623, 5.019078916376297, 7.654656113156873, 3.1693256337316855, 1.2543119290974378, 2.3742726110400842, 0.1343512471547914, 4.937078819461449, 7.651404743283299, 2.999991590662459, 0.9505784606933594, 2.0397141004670045, 0.0
'atlas_susy_3L_2021', 'incSR_WZ_3', 4, 6.5, 1.1, -1.1, 4.8, 6.5, 2.6, -1.8, 4.0, 6.6479126642573245, 1.1896191199042974, 6.179293089263373, 1.04586302721768, -0.5895626458690998, 4.15376198932731, 5.761874238834011, 4.287849696849081, 5.905309973917539, -0.5894636135079165, 4.158823163926696, 5.767701552342288, -0.6138637326240198, 4.074672876182843, 5.669324713594927, -0.6533708089587362, 4.059603622434573, 5.654604988959303, -0.6158740513991234, 3.813442575273078, 5.367498461279734, -0.7051213757036332, 4.01498169523893, 5.605343988196039, 8.989744836370669, 13.90916821412164, 5.581289465190603, 6.6479127311706545, 9.484309559414106, 3.8115159029272028, 8.99702628781018, 13.921203215575655, 5.583645472633132, 6.6479016876220705, 9.487743032038544, 3.8080603432055975, 9.027118067851246, 14.026496196858917, 5.560282296425974, 6.755271911621094, 9.625316997714048, 3.8852268255281395, 9.104380986704216, 14.124099354558771, 5.621230254636147, 6.861593341827392, 9.758587631296647, 3.9645990523581376, 8.45517223909574, 12.996505197983808, 5.429670353530677, 6.647901677623175, 9.226254189911433, 4.069549165334917, 9.197487873051793, 14.271303167596471, 5.67540691917848, 7.013448486328125, 9.951626176504636, 4.075270796151614
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_nj_a', 3, 6.0, 1.6, -1.6, 4.6, 6.3, 2.4, -2.0, 3.0, 6.03228515959302, 1.6032084038588987, 5.0801505486320675, 1.2219289152735846, -0.8204225381007648, 3.8971152027968543, 5.4206917560436105, 4.037336559240495, 5.562051297100933, -0.819802770168812, 3.90843492542043, 5.433668965956784, -0.861461620401141, 3.689146514070644, 5.176255395066134, -0.9336767720264394, 3.696610951042234, 5.188923201896842, -0.9366684164910515, 3.313360827879139, 4.739382459458447, -0.9204184369694772, 3.7242200264686987, 5.219861763126804, 9.145403455302423, 14.203728785326835, 5.524904289716756, 6.032689437866211, 8.959914675560743, 3.10546420017168, 9.161198739469699, 14.229270424084618, 5.530586067546993, 6.032597904205322, 8.96728407401886, 3.0979117343917846, 9.210588164035197, 14.50385121866033, 5.4030281849902915, 6.249756603240967, 9.26651566472353, 3.232997541758405, 9.338069543432221, 14.623986325358269, 5.538660578173159, 6.412665634155274, 9.461356980949752, 3.3639742873607945, 8.16170471908153, 12.550022122445323, 5.233935004824947, 6.032134171935639, 8.488174516053716, 3.5760938278175627, 9.384652976937414, 14.711363446211402, 5.535993369969253, 6.401020584106445, 9.476202682539517, 3.325838485673373
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_nj_b', 2, 1.4, 0.6, -0.6, 4.8, 4.0, 1.6, -0.7, 2.0, 1.4259575942547396, 0.583055272181639, 1.5445289131877966, 0.5655480466461527, -0.218652819445058, 5.2714737782884615, 6.662543254413846, 5.084993366081203, 6.481165312397408, -0.22123286855951638, 5.276565974826982, 6.667655415970113, -0.20032833597215266, 5.151001752380774, 6.54369021514468, -0.1536716028479545, 4.824649893555742, 6.226829794631908, -0.10256664023846884, 5.015928575040865, 6.406983792409468, -0.15116730790705082, 4.2128312670100225, 5.621172825209487, 5.468523029902584, 8.471106804618854, 3.164066020240279, 1.4372364044189454, 2.763056646241803, 0.11141616259608811, 5.477271291736155, 8.486770377932245, 3.1612063131045285, 1.4386393547058105, 2.7684778026490866, 0.10880090676253418, 5.59670237525951, 8.818127900586306, 3.18774981445598, 1.552604866027832, 2.964144500594565, 0.14106523146109917, 5.943178303453132, 9.401258243422047, 3.3559233171237226, 1.8567712020874023, 3.4298046998055587, 0.28373770436924595, 5.1878480623076975, 7.928337096762784, 3.2766142835291046, 1.4259529916465146, 2.620085727838984, 0.23182025545404472, 6.511802712349071, 10.260171028021531, 3.7591905324795345, 2.5141381454467773, 4.332016524238071, 0.6962597666554833
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_nj_c1', 7, 9.5, 2.2, -2.2, 7.0, 8.4, 2.9, -2.2, 7.0, 9.513943458751926, 2.3510011327532228, 8.563159198835194, 1.789168031978977, -0.4554007186756133, 6.243455081886091, 8.284865904831575, 6.330328418869087, 8.32228078118953, -0.4571191361629943, 6.262844184703681, 8.30707374210002, -0.4558036643305302, 5.879562220606317, 7.8416397998568526, -0.5075328287663764, 5.9519444527268535, 7.948315610322152, -0.3659444296997121, 4.915649872299078, 6.75597547209765, -0.6437544840028904, 5.667235067897204, 7.6448953057997135, 11.357396518791045, 17.56805478165702, 6.944075545325882, 9.514126815795898, 13.38324265795821, 5.645010973633585, 11.380024799309396, 17.603374345296576, 6.9550000328779475, 9.513922367095947, 13.39332790236958, 5.6345168318223156, 11.364476554054491, 17.87088100838715, 6.666888503614135, 9.80896432876587, 13.789036116460586, 5.828892541071153, 11.550286016571045, 18.015259734526214, 6.907092116418138, 9.949601497650146, 13.95888494163471, 5.9403180536655835, 9.67427470775641, 14.843347996596572, 6.244203056440145, 9.513713025360456, 12.598143771115733, 6.429282279605179, 11.979957115281671, 18.700533267721372, 7.132181152960859, 10.666661109924316, 14.874797403341802, 6.458524816506831
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_nj_c2', 2, 2.1, 0.8, -0.8, 4.7, 4.6, 1.8, -1.1, 2.0, 2.055700983473995, 0.7866815485315612, 2.0425144526609103, 0.6864892200373242, -0.1431906385012049, 4.61570790083343, 6.026131246087899, 4.553621598229573, 5.9626164308065, -0.1447031721022995, 4.619421468610716, 6.029906433229587, -0.13490637079771284, 4.477589720790827, 5.885376165498407, -0.18299094131972868, 4.420896832812476, 5.833596532941307, -0.0007595071875787229, 4.237787194560527, 5.640139186408643, -0.19684919931461275, 4.247431703954951, 5.659632238444117, 6.14631023975315, 9.564185762134448, 3.5634986567065354, 2.0654683685302735, 3.69584465634913, 0.43509208071141714, 6.150898924424709, 9.572227933371378, 3.5628097517434782, 2.06590970993042, 3.69848711931541, 0.4333323005454297, 6.275157789025861, 9.933354948177263, 3.5656962946190545, 2.2114485549926757, 3.934900518352684, 0.48799659163266695, 6.561623439370806, 10.363323803435604, 3.69093397906223, 2.412073974609375, 4.259378831882686, 0.5647691173360638, 5.740098568307141, 8.809813418567542, 3.632981709943361, 2.0556258126380103, 3.489371191928911, 0.6218804333471091, 6.710229480138208, 10.58711418734774, 3.812710156975855, 2.6157004165649416, 4.52628779408819, 0.7051130390416933
'atlas_susy_3L_2021', 'incSR_offWZ_lowEt_b', 31, 36.0, 4.0, -4.0, 12.0, 15.0, 6.0, -4.0, 31.0, 35.83501955159671, 3.780970124872508, 34.445065230880154, 3.1413187686425372, -0.40604404115016296, 10.73171068902383, 14.150634558733863, 11.096892306876638, 14.465832751826078, -0.4066754955907452, 10.750413909125331, 14.172866110643838, -0.41169016101578615, 10.501951691721846, 13.849480314035201, -0.43342692898887253, 10.48829022264331, 13.861877804777869, -0.3417807437216682, 8.824448595961586, 11.868775944600312, -0.39089304664279795, 10.77018669307745, 14.162031084180562, 19.169540209066202, 29.20426412393182, 12.324914143604008, 35.83501964569092, 42.90250412238956, 28.76753516899228, 19.191670934487306, 29.238146536354517, 12.337679314959999, 35.83392204284668, 42.91103164081568, 28.756812444877685, 19.116277319944395, 29.247737512732485, 12.139628065475778, 36.033299674987795, 43.14022845319815, 28.926370896777446, 19.229669066527133, 29.364267600168414, 12.276637646744954, 36.18293437957764, 43.310642469128325, 29.055226290026955, 16.72747546994191, 25.42327436587821, 10.974047612368159, 35.83392193701329, 41.82006609974553, 29.847777774281045, 19.141077084650206, 29.237142784157136, 12.208294061959627, 35.73869352340698, 42.832963332106424, 28.644423714707536
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_b', 3, 3.0, 0.9, -0.9, 5.4, 5.2, 2.0, -1.3, 3.0, 2.9722713263802905, 0.8953494063838693, 2.978958124153661, 0.7951126926081876, -0.12933470933807784, 5.357778803857394, 6.905208489465054, 5.266221301729145, 6.810334534183304, -0.13042239362808844, 5.361490221540182, 6.909048664280374, -0.12193288617156776, 5.215303458249403, 6.756939702030463, -0.30903930158338383, 5.159443885165576, 6.71467430553741, -0.00013003990971370907, 4.935625414078357, 6.466561368089386, -0.4823403223254567, 4.643055021149585, 6.212026216662364, 6.859834500491845, 10.671338045969348, 4.085884645037675, 2.9734708213806154, 4.913098936651155, 1.0338427061100761, 6.863608067454956, 10.677856503704614, 4.0860599478137924, 2.973426551818848, 4.914891850650288, 1.0319612529874076, 6.944516410729785, 10.920359893680084, 4.075911332384536, 3.109447498321533, 5.113410222803429, 1.1054847738396374, 9.202529815706693, 17.249408714177704, 3.439481202228134, 4.433042793273926, 8.421353050333348, 0.4447325362145049, 6.419557347373943, 9.873990334470795, 4.078112423413554, 2.972153859173887, 4.696147437808648, 1.248160280539127, 9.401862362406469, 15.877144277868627, 4.6499889014698175, 5.161507720947266, 8.657502217441944, 1.665513224452587
'atlas_susy_3L_2021', 'incSR_offWZ_lowEt_c', 86, 88.0, 7.0, -7.0, 23.0, 24.0, 9.0, -7.0, 86.0, 88.12903796720212, 7.005009638519406, 87.37108397413755, 5.5943179377977375, -0.23740497798229196, 22.436579777630744, 28.11002465296706, 21.598686286444906, 26.98681977942473, -0.23934602715019757, 22.4854384085423, 28.167395329829326, -0.2384650464537001, 22.10819303923657, 27.642178083225264, -0.24427382146421459, 22.143798991799148, 27.767309024672784, -0.025873836319953547, 17.913555878438924, 22.745840865759124, -0.2322208275564831, 22.951303822069953, 28.569806379385867, 30.40984873311783, 45.96798664462022, 19.82383782443118, 88.12903799057007, 99.81563206706403, 76.44244391407611, 30.46535545780805, 46.05093319583099, 19.858566648708322, 88.12685775756836, 99.83675006475748, 76.41696545037924, 30.260329250244848, 45.92918255288747, 19.456802523429097, 88.40525068283081, 100.14558703440105, 76.66491433126058, 30.4575007813869, 46.11915150367854, 19.736907964032394, 88.49227188110352, 100.24857141454288, 76.73597234766416, 25.036545436008442, 37.8224256406124, 16.554027567823255, 88.12685774958439, 97.51444837495703, 78.73926712421175, 30.300073159182553, 45.89370390670991, 19.616447140504434, 87.57716537475586, 99.27527164607329, 75.87905910343844
'atlas_susy_3L_2021', 'incSR_offWZ_highEt_c', 9, 9.3, 1.5, -1.5, 7.7, 7.7, 3.4, -1.8, 9.0, 9.302958406174948, 1.4584357030599977, 9.24728033958971, 1.3090712391369344, -0.10739847399388602, 7.732222826655606, 9.862452481195486, 7.668805437679045, 9.787048586304046, -0.1083883763395852, 7.738661535500586, 9.869534769771088, -0.10773755820796505, 7.613208445700033, 9.72933872268451, -0.12307119058760582, 7.496353537917665, 9.619951683407288, -0.00498280802540807, 7.108987511006685, 9.177399750909117, -0.21274743083360492, 6.763708328076187, 8.880148622972003, 10.27898959822265, 15.861444976741513, 6.438664734025158, 9.30295835494995, 12.679791274583556, 5.9261254353163455, 10.285877211015924, 15.87261594069886, 6.441409532471283, 9.30281478881836, 12.682872948829399, 5.922756628807321, 10.304269897498422, 15.961988427579758, 6.403064814371153, 9.41752809524536, 12.825416072090572, 6.009640118400149, 10.455630680077729, 16.197530539297613, 6.489670144049194, 9.615722770690917, 13.089714257766442, 6.141731283615393, 9.591366895924988, 14.717734867901802, 6.188746384623595, 9.30281483943017, 12.35286645201481, 6.252763226845529, 10.96785720782752, 16.978887065329104, 6.8086950798835355, 10.6463334274292, 14.339207983147606, 6.953458871710795
'atlas_susy_3L_2021', 'incSR_offWZ_d', 202, 184.0, 12.0, -12.0, 51.0, 37.0, 14.0, -11.0, 202.0, 184.45375543426803, 11.386340682120663, 191.67771828171385, 8.818691521301607, -0.7439280382534865, 59.674568981619544, 67.57466246623386, 46.80951026417878, 54.53912977917731, -0.7442932660809365, 59.759800104751946, 67.67820069626458, -0.7414865892415554, 59.14064924857296, 66.84307289808211, -0.7309578312791051, 59.280815581124024, 67.16043593716778, -0.8097614251797864, 53.14104165127129, 59.36245570233007, -0.8367793498183413, 61.944940451015526, 69.6640038033451, 45.053765011903316, 67.76576533483114, 29.62959702534876, 184.4537554168701, 202.13021495307152, 166.7772958806687, 45.16228457885356, 67.92877232724409, 29.70029956067241, 184.44865251541137, 202.17040740406057, 166.72689762676217, 44.81175435520912, 67.64739723456044, 29.07411445316045, 184.80031864166259, 202.5515693580052, 167.04906792531997, 45.1461906675883, 67.98570921920926, 29.56531015639457, 184.79250192642212, 202.56311741308878, 167.02188643975546, 35.29594098028987, 53.11000229346929, 23.44514464169268, 184.4486526072627, 198.02984005929585, 170.86746515522952, 44.942262127353956, 67.70117789472972, 29.383693675965773, 182.97095180511474, 200.6755448899263, 165.26635872030317
'atlas_susy_3L_2021', 'incSR_offWZ_e1', 332, 308.0, 17.0, -17.0, 68.0, 49.0, 19.0, -15.0, 332.0, 307.86791906246776, 17.08722947653818, 319.5520523221345, 12.35804130824616, -0.8072852464126825, 81.27527606508087, 91.89944003675936, 59.640468994962724, 69.68695750783712, -0.8076458622620465, 81.42371881495976, 92.0835519141975, -0.8078219981039517, 80.5406663983681, 90.8226681022171, -0.802995327386349, 81.269198034083, 91.93295868863453, -0.9224992478393581, 70.15817839596733, 77.81971520719135, -0.800578355507174, 81.09463196800084, 91.68905121982735, 61.546557035413954, 92.30824309707499, 40.664425804577895, 307.8679190063477, 332.2838170934061, 283.4520209192892, 61.741779822278964, 92.59831098006413, 40.792991927391064, 307.86160549163816, 332.3576212347616, 283.3655897485147, 61.140714422551646, 92.0610660823871, 39.76265021796256, 308.33650384902955, 332.86804063797126, 283.80496706008785, 61.886699683727336, 92.8794311018351, 40.81196189373154, 308.06264795303343, 332.657872781174, 283.4674231248929, 45.001534707691874, 67.56272312816346, 29.966235793975848, 307.8616054701205, 325.4075909217878, 290.31562001845316, 61.92106977594916, 93.00466823142416, 40.66144893186811, 308.23838375091555, 332.91713135043705, 283.55963615139405
'atlas_susy_3L_2021', 'incSR_offWZ_e2', 298, 269.0, 15.0, -15.0, 69.0, 46.0, 17.0, -14.0, 298.0, 269.06065187946933, 14.477888492437511, 281.6505092745409, 11.00552317969982, -1.1344727862819488, 84.47194487945386, 93.59218965257233, 62.02828454240898, 71.1516631302581, -1.1327117893452388, 84.57984917345527, 93.72837378229866, -1.1232560462922478, 83.703372364769, 92.59954307210414, -1.1206745299175234, 84.35586270169799, 93.5144219039107, -1.5038877821635914, 77.00768301968992, 83.79872511892842, -1.1096762099712603, 84.0930707164513, 93.21580096095427, 55.197742124526016, 82.85806050883136, 36.434044613472985, 269.06065187454226, 290.87830269903816, 247.24300105004636, 55.35201556346466, 83.08939464568975, 36.53529584704086, 269.0555290412903, 290.9370967656577, 247.17396131692288, 54.9185609083403, 82.71113303343742, 35.781293464976876, 269.44558088302614, 291.3555666792123, 247.53559508683998, 55.50782536633214, 83.38351128289717, 36.56173828944163, 269.2674510383606, 291.2520503479337, 247.28285172878753, 42.20151741356738, 63.39549240718119, 28.085735813162515, 269.05552923881186, 285.4584414570374, 252.65261702058635, 55.59607903123839, 83.58260108516367, 36.46930894033497, 269.46884548187256, 291.5503482584625, 247.38734270528263
'atlas_susy_3L_2021', 'incSR_offWZ_f1', 479, 457.0, 22.0, -22.0, 78.0, 63.0, 22.0, -20.0, 479.0, 458.4791114878291, 21.20020770250879, 468.59267181755143, 15.126573195724543, -0.5704087266052816, 86.28082445556758, 99.71368635843868, 65.97481448948962, 78.20476231062548, -0.5723228489669486, 86.47742960677428, 99.9558516883342, -0.5751959322545532, 85.6877538938179, 98.73606851027382, -0.59383043706181, 88.56252760850327, 102.36876408904318, -0.4528144648236925, 70.64845267626067, 80.36326914394657, -0.6681341310274979, 91.79930756226912, 105.07818279698111, 75.34656494529224, 112.82570697954598, 49.94536501760248, 458.47911151885984, 488.51615940656643, 428.44206363115325, 75.59207697223832, 113.1912545004809, 50.10752025407495, 458.47300006866453, 488.61072650631075, 428.3352736310183, 74.93883395209018, 112.5788303759568, 49.007663944173665, 458.9637999534607, 489.1320942173627, 428.7955056895587, 76.91932092938153, 115.02086245456434, 51.278144099426534, 457.5829611968994, 488.1410780171218, 427.02484437667704, 54.46516830266138, 81.65716002778883, 36.32430322268187, 458.47300000704485, 479.88498263376687, 437.0610173803228, 75.91170574355513, 113.77958249746268, 50.15515006030951, 454.89065788269045, 485.2383537916189, 424.542961973762
